MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.milwaukeetool.com/products/details/heated-work-glove-liners-black-s/m701b-21s,,,,,,M701B-21S,,,,M701B-21S,M701B-21S,M701B-21S Milw S Black Heated Work Glove Liners,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,"Milwaukee S Heated Work Glove Liners offer fast heating, extended warmth, and",MILWAUKEE M701B-21S HEATED WORK GLOVE,"Milwaukee S Heated Work Glove Liners designed for fast heating, extended warmth, and dexterity with a low-profile fit.","The Milwaukee S Heated Work Glove Liners offer fast heating, extended warmth, and dexterity with a low-profile fit, making them perfect for layering under work gloves.","Experience fast heating and extended warmth with the Milwaukee S Heated Work Glove Liners. Featuring a low-profile fit for enhanced dexterity, they are perfect for layering under work gloves.","Milwaukee Heated Work Glove Liners offer fast heating, extended warmth, and dexterity with a low-profile fit, perfect for layering under work gloves.",Fast heating,Extended warmth,Dexterity with a low-profile fit,Perfect for layering under work gloves,,,,,,,,,,,,,,,,,,,,Layering under work gloves,,Heated Work Glove Liners,Product Type,Heated Work Glove Liners,,Size,S,,Brand,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/heated-work-glove-liners-black-xl/m701b-21xl,,,,,,M701B-21XL,,,,M701B-21XL,M701B-21XL,M701B-21XL Milw XL Black Heated Work Glove Liners,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,"Milwaukee XL Heated Work Glove Liners offer fast heating, extended warmth, and",MILW XL BLACK HEATED WORK GLOVE LINERS,"Milwaukee XL Black Heated Work Glove Liners offer fast heating, extended warmth, and dexterity with a low-profile fit.","Milwaukee (XL) Heated Work Glove Liners offer fast heating, extended warmth, and dexterity with a low-profile fit, perfect for layering under work gloves.","Stay warm on the job with Milwaukee Heated Work Glove Liners in size XL. Designed for fast heating, extended warmth, and dexterity, these liners feature a low-profile fit that is perfect for layering under work gloves.","Milwaukee (XL) Heated Work Glove Liners offer fast heating, extended warmth, and dexterity with a low-profile fit, perfect for layering under work gloves.",Fast heating,Extended warmth,Dexterity,Low-profile fit,Perfect for layering under work gloves,,,,,,,,,,,,,,,,,,,Layering under work gloves,,Heated Work Glove Liners,Product Type,Heated Work Glove Liners,,Size,XL,,Brand,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG42010124,,,,MWUG42010124,MWUG42010124,UTW Pro Heated Glove Blk XS,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG42010224,,,,MWUG42010224,MWUG42010224,UTW Pro Heated Glove Blk SM,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG42010324,,,,MWUG42010324,MWUG42010324,UTW Pro Heated Glove Blk MD,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG42010424,,,,MWUG42010424,MWUG42010424,UTW Pro Heated Glove Blk LG,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG42010524,,,,MWUG42010524,MWUG42010524,UTW Pro Heated Glove Blk XL,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG42010624,,,,MWUG42010624,MWUG42010624,UTW Pro Heated Glove Blk 2X,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG36010225,,,,MWUG36010225,MWUG36010225,MWUG36010225 BLK SM Aerial Snow Heated Glove,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG36010325,,,,MWUG36010325,MWUG36010325,MWUG36010325 BLK MD Aerial Snow Heated Glove,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG36010425,,,,MWUG36010425,MWUG36010425,MWUG36010425 BLK LG Aerial Snow Heated Glove,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG36010525,,,,MWUG36010525,MWUG36010525,MWUG36010525 BLK XL Aerial Snow Heated Glove,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,MWUG36010625,,,,MWUG36010625,MWUG36010625,MWUG36010625 BLK 2X Aerial Snow Heated Glove,-- Unbranded --,,,Tech Gear 5.7 Inc (TECGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DPG15,,,,DPG15,DPG15,DPG15 Dewalt AM/FM Hearing Protector,-- Unbranded --,,,Radians (7363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-women-s-heated-hoodie-black-l/f200b-21l,,,,,,F200B-21L,,,,F200B-21L,F200B-21L,F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,"MILWAUKEE® M12™ Women's Heated Hoodie (Black, L) featuring HEXON HEAT",MILWAUKEE M12 WOMEN'S HEATED HOODIE BLK,"MILWAUKEE® M12™ Women's Heated Hoodie in Black, Size L, featuring HEXON HEAT TECHNOLOGY™ for fast heat and all-day comfort.",Stay warm with the MILWAUKEE® M12™ Heated Hoodie featuring HEXON HEAT TECHNOLOGY™ for fast heat and all-day comfort in any condition. This M12™ Women's Heated Hoodie comes in black and size large.,"Stay warm in any condition with the MILWAUKEE® M12™ Women's Heated Hoodie. Featuring HEXON HEAT TECHNOLOGY™, this black hoodie in size L delivers fast heat and all-day comfort.",Stay warm with the MILWAUKEE® M12™ Heated Hoodie featuring HEXON HEAT TECHNOLOGY™ for fast heat and all-day comfort in any condition.,HEXON HEAT TECHNOLOGY™ for fast heat,All-day comfort in any condition,Color: Black,Size: L,Target gender: Women's,,,,,,,,,,,,,,,,,,,,,M12 Women's Heated Hoodie - Black L,Product Name,M12 Women's Heated Hoodie - Black L,,Color,Black,,Size,L,,Target Gender,Women's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-women-s-heated-hoodie-black-m/f200b-21m,,,,,,F200B-21M,,,,F200B-21M,F200B-21M,F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee M12 Women's Medium Black Heated Hoodie with Hexon Heat Technology.,MILW F200B-21 M M12 WMS BLK HEAT HOODIE,"Milwaukee M12 Women's Heated Hoodie in black, size medium, featuring Hexon Heat Technology.",Stay warm with the Milwaukee M12 Women's Heated Hoodie featuring Hexon Heat Technology for fast heat and all-day comfort in any condition. This black medium heated hoodie is part of the M12 battery platform.,"Stay warm with the Milwaukee M12 Women's Heated Hoodie. Designed with Hexon Heat Technology, this black medium hoodie delivers fast heat and all-day comfort in any condition.",Stay warm with the MILWAUKEE M12 Women's Heated Hoodie featuring Hexon Heat Technology for fast heat and all-day comfort in any condition.,Hexon Heat Technology for fast heat,All-day comfort in any condition,M12 battery platform,Women's medium size,Black color,,,,,,,,,,,,,,,,,,,,,M12 Women's Heated Hoodie,Product Type,Heated Hoodie,,Target Audience,Women's,,Color,Black,,Size,Medium,,Brand,Milwaukee,,Battery Platform,M12,,Technology,Hexon Heat Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-heated-full-zip-hoodie/m200b-21l,https://www.milwaukeetool.com/m200b-21l?lid,,,,,M200B-21L,,,,M200B-21L,M200B-21L,M200B-21L Milw M12 BLK - Heated Hoodie Kit L,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee M12 Black Heated Hoodie in Size L with Hexon Heat Technology.,MILW M12 BLK - HEATED HOODIE KIT L,"MILWAUKEE M12 Heated Hoodie in Black, Size L, featuring Hexon Heat Technology.",Stay warm with the MILWAUKEE M12 Heated Hoodie featuring Hexon Heat Technology for fast heat and all-day comfort in any condition. This black heated hoodie is designed for the M12 cordless tool system in size L.,Stay warm with the MILWAUKEE M12 Heated Hoodie featuring Hexon Heat Technology for fast heat and all-day comfort in any condition.,Stay warm with the MILWAUKEE M12 Heated Hoodie featuring Hexon Heat Technology for fast heat and all-day comfort in any condition.,Features Hexon Heat Technology for fast heat and all-day comfort in any condition,M12 cordless tool system compatibility,Color: Black,Size: L,,,,,,,,,,,,,,,,,,,,,,M12 Heated Hoodie,Product Type,Heated Hoodie,,Color,Black,,Size,L,,Brand,Milwaukee,,Cordless Tool System,M12,,Technology,Hexon Heat Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-heated-full-zip-hoodie/m200b-21m,,,,,,M200B-21M,,,,M200B-21M,M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee M12 Heated Hoodie - Black M with HEXON HEAT TECHNOLOGY for fast heat,M200B-21 M MILW M12 BLK - HEATED HOODIE,"Milwaukee M12 Heated Hoodie in Black, Size M, featuring HEXON HEAT TECHNOLOGY.",Stay warm with the MILWAUKEE M12 Heated Hoodie featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort in any condition. This black heated hoodie is available in size M.,"Stay warm in any condition with the Milwaukee M12 Heated Hoodie. Featuring HEXON HEAT TECHNOLOGY, it delivers fast heat and all-day comfort. Color: Black. Size: M.",Stay warm with the MILWAUKEE M12 Heated Hoodie featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort in any condition.,Features HEXON HEAT TECHNOLOGY for fast heat,Provides all-day comfort in any condition,Color: Black,Size: M,,,,,,,,,,,,,,,,,,,,,,M12 Heated Hoodie,Product Name,M12 Heated Hoodie,,Color,Black,,Size,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-heated-full-zip-hoodie/m200b-21xl,,,,,,M200B-21XL,,,,M200B-21XL,M200B-21XL,M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee M12 Black Heated Hoodie XL with HEXON HEAT TECHNOLOGY.,MILWAUKEE M200B-21XL M12 BLK - HEATED,"Milwaukee M12 Heated Hoodie Kit in Black, Size XL, featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort.",Stay warm with the MILWAUKEE M12 Heated Hoodie featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort in any condition. This black heated hoodie comes in size XL and operates on the M12 cordless system.,"Stay warm in any condition with the Milwaukee M12 Heated Hoodie. Featuring HEXON HEAT TECHNOLOGY, this black XL hoodie delivers fast heat and all-day comfort.",Stay warm with the MILWAUKEE M12 Heated Hoodie featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort in any condition.,HEXON HEAT TECHNOLOGY for fast heat and all-day comfort,M12 cordless system compatibility,Color: Black,Size: XL,,,,,,,,,,,,,,,,,,,,,,M12 Heated Hoodie,Product Type,Heated Hoodie,,Color,Black,,Size,XL,,Brand,Milwaukee,,Technology,HEXON HEAT TECHNOLOGY,,Cordless System,M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-heated-full-zip-hoodie/m200g-21l,,,,,,M200G-21L,,,,M200G-21L,M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,"MILWAUKEE M12 Gray Heated Hoodie, Size L, with HEXON HEAT TECHNOLOGY for fast",M200G-21L MILW M12 GRAY - HEATED HOODIE,MILWAUKEE M12 Gray Heated Hoodie in size L featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort.,Stay warm with the MILWAUKEE M12 Heated Hoodie featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort in any condition. This gray cordless tool system heated hoodie is available in size L.,"Stay warm in any condition with the Milwaukee M12 Heated Hoodie. Designed in gray in size L, it features HEXON HEAT TECHNOLOGY for fast heat and all-day comfort.",Stay warm with the MILWAUKEE M12 Heated Hoodie featuring HEXON HEAT TECHNOLOGY for fast heat and all-day comfort in any condition.,Features HEXON HEAT TECHNOLOGY for fast heat,Provides all-day comfort in any condition,Cordless Tool System: M12,Color: Gray,Size: L,,,,,,,,,,,,,,,,,,,,,M12 Heated Hoodie - Gray L,Product Name,M12 Heated Hoodie - Gray L,,Color,Gray,,Size,L,,Cordless Tool System,M12,,Technology,HEXON HEAT TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
